Index,age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
u0,44,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,0,u0,MLPClassifier,random,0
0,44,Private,9th,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u0,MLPClassifier,random,1
0,44,Private,Prof-school,Never-married,Tech-support,White,Male,0,0,40,United-States,1,u0,MLPClassifier,random,1
0,44,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u0,MLPClassifier,random,1
0,44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u0,MLPClassifier,random,1
0,44,Never-worked,1st-4th,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u0,MLPClassifier,random,1
u1,25,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,u1,MLPClassifier,random,0
0,25,Federal-gov,Assoc-acdm,Divorced,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u1,MLPClassifier,random,1
0,25,State-gov,Assoc-voc,Separated,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u1,MLPClassifier,random,1
0,25,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u1,MLPClassifier,random,1
0,25,Federal-gov,Doctorate,Divorced,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u1,MLPClassifier,random,1
0,25,Federal-gov,Doctorate,Married-AF-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u1,MLPClassifier,random,1
u2,62,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,0,u2,MLPClassifier,random,0
0,62,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u2,MLPClassifier,random,1
0,62,State-gov,10th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u2,MLPClassifier,random,1
0,62,Federal-gov,HS-grad,Married-civ-spouse,Armed-Forces,White,Male,0,0,40,United-States,1,u2,MLPClassifier,random,1
0,62,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u2,MLPClassifier,random,1
0,62,Private,HS-grad,Widowed,Protective-serv,White,Male,0,0,40,United-States,1,u2,MLPClassifier,random,1
u3,37,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,42,United-States,0,u3,MLPClassifier,random,0
0,37,Self-emp-inc,1st-4th,Married-civ-spouse,Transport-moving,White,Male,0,0,42,United-States,1,u3,MLPClassifier,random,1
0,37,Private,10th,Never-married,Transport-moving,White,Male,0,0,42,United-States,1,u3,MLPClassifier,random,1
0,37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,42,United-States,1,u3,MLPClassifier,random,1
0,37,Never-worked,HS-grad,Married-civ-spouse,Armed-Forces,White,Male,0,0,42,United-States,1,u3,MLPClassifier,random,1
0,37,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,42,United-States,1,u3,MLPClassifier,random,1
u4,23,Private,HS-grad,Divorced,Other-service,White,Female,0,0,10,United-States,0,u4,MLPClassifier,random,0
0,23,Private,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,10,United-States,1,u4,MLPClassifier,random,1
0,23,Private,Assoc-acdm,Married-civ-spouse,Other-service,White,Female,0,0,10,United-States,1,u4,MLPClassifier,random,1
0,23,Private,Prof-school,Married-civ-spouse,Other-service,White,Female,0,0,10,United-States,1,u4,MLPClassifier,random,1
0,23,Private,Some-college,Married-civ-spouse,Other-service,White,Female,0,0,10,United-States,1,u4,MLPClassifier,random,1
0,23,Private,Masters,Married-civ-spouse,Other-service,White,Female,0,0,10,United-States,1,u4,MLPClassifier,random,1
u5,42,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,United-States,0,u5,MLPClassifier,random,0
0,42,Private,Prof-school,Divorced,Exec-managerial,White,Female,0,0,40,United-States,1,u5,MLPClassifier,random,1
0,42,Never-worked,HS-grad,Married-AF-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u5,MLPClassifier,random,1
0,42,Without-pay,HS-grad,Married-AF-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u5,MLPClassifier,random,1
0,42,?,HS-grad,Married-AF-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u5,MLPClassifier,random,1
0,42,Never-worked,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u5,MLPClassifier,random,1
u6,31,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0,u6,MLPClassifier,random,0
0,31,Private,Masters,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u6,MLPClassifier,random,1
0,31,Private,HS-grad,Married-AF-spouse,Armed-Forces,White,Female,0,0,40,United-States,1,u6,MLPClassifier,random,1
0,31,Federal-gov,HS-grad,Never-married,Other-service,White,Female,0,0,40,United-States,1,u6,MLPClassifier,random,1
0,31,Without-pay,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u6,MLPClassifier,random,1
0,31,Private,Masters,Never-married,Prof-specialty,White,Female,0,0,40,United-States,1,u6,MLPClassifier,random,1
u7,31,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0,u7,MLPClassifier,random,0
0,31,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u7,MLPClassifier,random,1
0,31,Private,HS-grad,Married-AF-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u7,MLPClassifier,random,1
0,31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u7,MLPClassifier,random,1
0,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u7,MLPClassifier,random,1
0,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u7,MLPClassifier,random,1
u8,38,Private,Some-college,Married-civ-spouse,Other-service,White,Female,0,0,40,United-States,0,u8,MLPClassifier,random,0
0,38,Self-emp-not-inc,Some-college,Married-civ-spouse,Armed-Forces,White,Female,0,0,40,United-States,1,u8,MLPClassifier,random,1
0,38,State-gov,Some-college,Married-AF-spouse,Other-service,White,Female,0,0,40,United-States,1,u8,MLPClassifier,random,1
0,38,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Female,0,0,40,United-States,1,u8,MLPClassifier,random,1
0,38,Private,Some-college,Married-AF-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u8,MLPClassifier,random,1
0,38,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u8,MLPClassifier,random,1
u9,49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,0,u9,MLPClassifier,random,0
0,49,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,1,u9,MLPClassifier,random,1
0,49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,45,United-States,1,u9,MLPClassifier,random,1
0,49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1,u9,MLPClassifier,random,1
